tarefa,categoria
Limpar as lâminas do descascador de legumes industrial,Cuidados com a Cozinha
Limpar o motor do descascador de legumes industrial,Cuidados com a Cozinha
Limpar o interior da centrífuga de saladas industrial,Cuidados com a Cozinha
Limpar o cesto da centrífuga de saladas industrial,Cuidados com a Cozinha
Limpar o motor da centrífuga de saladas industrial,Cuidados com a Cozinha
Limpar o interior da máquina de lavar louça industrial,Cuidados com a Cozinha
Limpar os braços de spray da máquina de lavar louça industrial,Cuidados com a Cozinha
Limpar os filtros da máquina de lavar louça industrial,Cuidados com a Cozinha
Limpar a bomba de drenagem da máquina de lavar louça industrial,Cuidados com a Cozinha
Limpar o interior da pia industrial,Cuidados com a Cozinha
Limpar o ralo da pia industrial,Cuidados com a Cozinha
Limpar a torneira da pia industrial,Cuidados com a Cozinha
Limpar a bancada de inox da cozinha industrial,Cuidados com a Cozinha
Polir a bancada de inox da cozinha industrial,Cuidados com a Cozinha
Limpar o piso da cozinha industrial com desengordurante,Cuidados com a Cozinha
Esfregar os rejuntes do piso da cozinha industrial,Cuidados com a Cozinha
Limpar os ralos da cozinha industrial com desinfetante,Cuidados com a Cozinha
Limpar as paredes da cozinha industrial com produto específico,Cuidados com a Cozinha
Limpar o teto da cozinha industrial,Cuidados com a Cozinha
Limpar as luminárias da cozinha industrial,Cuidados com a Cozinha
Limpar as janelas da cozinha industrial por dentro e por fora,Cuidados com a Cozinha
Limpar as portas da cozinha industrial,Cuidados com a Cozinha
Limpar os exaustores da cozinha industrial,Cuidados com a Cozinha
Limpar a coifa industrial por dentro e por fora,Cuidados com a Cozinha
Limpar os dutos de exaustão da cozinha industrial,Cuidados com a Cozinha
Limpar a caixa de gordura da cozinha industrial,Cuidados com a Cozinha
Limpar os uniformes dos funcionários da cozinha,Cuidados com a Cozinha
Limpar os sapatos dos funcionários da cozinha,Cuidados com a Cozinha
Limpar os armários dos funcionários da cozinha,Cuidados com a Cozinha
Limpar o banheiro dos funcionários da cozinha,Cuidados com a Cozinha
Limpar a área de descanso dos funcionários da cozinha,Cuidados com a Cozinha
Limpar o bebedouro dos funcionários da cozinha,Cuidados com a Cozinha
Limpar o micro-ondas dos funcionários da cozinha,Cuidados com a Cozinha
Limpar a geladeira dos funcionários da cozinha,Cuidados com a Cozinha
Limpar as prateleiras da despensa industrial,Cuidados com a Cozinha
Limpar o piso da despensa industrial,Cuidados com a Cozinha
Limpar as paredes da despensa industrial,Cuidados com a Cozinha
Limpar o teto da despensa industrial,Cuidados com a Cozinha
Limpar a porta da despensa industrial,Cuidados com a Cozinha
Limpar a área de recebimento de mercadorias,Cuidados com a Cozinha
Limpar as balanças de recebimento de mercadorias,Cuidados com a Cozinha
Limpar os carrinhos de transporte de mercadorias,Cuidados com a Cozinha
Limpar a área de pré-preparo de alimentos,Cuidados com a Cozinha
Limpar as pias de pré-preparo de alimentos,Cuidados com a Cozinha
Limpar as bancadas de pré-preparo de alimentos,Cuidados com a Cozinha
Limpar as tábuas de corte de pré-preparo de alimentos,Cuidados com a Cozinha
Limpar os utensílios de pré-preparo de alimentos,Cuidados com a Cozinha
Limpar a área de cocção,Cuidados com a Cozinha
Limpar a área de montagem de pratos,Cuidados com a Cozinha
Limpar a área de distribuição de refeições,Cuidados com a Cozinha
Limpar o passadiço,Cuidados com a Cozinha
Limpar a estufa de pratos,Cuidados com a Cozinha
Limpar o balcão térmico,Cuidados com a Cozinha
Limpar a área de devolução de louças,Cuidados com a Cozinha
Limpar a máquina de lavar louça de capô,Cuidados com a Cozinha
Limpar as mesas de apoio da máquina de lavar louça,Cuidados com a Cozinha
Limpar os cestos de lixo da cozinha industrial,Cuidados com a Cozinha
Retirar o lixo da cozinha industrial,Cuidados com a Cozinha
Lavar os cestos de lixo da cozinha industrial,Cuidados com a Cozinha
Repor os sacos de lixo da cozinha industrial,Cuidados com a Cozinha
Limpar o chão da cozinha industrial,Cuidados com a Cozinha
Lavar o chão da cozinha industrial,Cuidados com a Cozinha
Encerar o chão da cozinha industrial,Cuidados com a Cozinha
Limpar os rodapés da cozinha industrial,Cuidados com a Cozinha
Limpar os rejuntes do piso da cozinha industrial,Cuidados com a Cozinha
Limpar os rejuntes das paredes da cozinha industrial,Cuidados com a Cozinha
Limpar os azulejos da cozinha industrial,Cuidados com a Cozinha
Limpar a bancada da pia industrial,Cuidados com a Cozinha
Organizar a bancada da pia industrial,Cuidados com a Cozinha
Limpar a cuba da pia industrial,Cuidados com a Cozinha
Limpar a torneira da pia industrial,Cuidados com a Cozinha
Limpar o ralo da pia industrial,Cuidados com a Cozinha
Desentupir o ralo da pia industrial (se necessário),Cuidados com a Cozinha
Limpar o sifão da pia industrial,Cuidados com a Cozinha
Limpar a janela da cozinha industrial,Cuidados com a Cozinha
Limpar os vidros da janela da cozinha industrial,Cuidados com a Cozinha
Limpar as esquadrias da janela da cozinha industrial,Cuidados com a Cozinha
Limpar a cortina ou persiana da cozinha industrial,Cuidados com a Cozinha
Lavar a cortina da cozinha industrial,Cuidados com a Cozinha
Limpar a porta da cozinha industrial,Cuidados com a Cozinha
Limpar as maçanetas da porta da cozinha industrial,Cuidados com a Cozinha
Limpar os interruptores de luz da cozinha industrial,Cuidados com a Cozinha
Limpar as tomadas da cozinha industrial,Cuidados com a Cozinha
Limpar as luminárias do teto da cozinha industrial,Cuidados com a Cozinha
Trocar as lâmpadas queimadas da cozinha industrial,Cuidados com a Cozinha
Limpar os armários da cozinha industrial por fora,Cuidados com a Cozinha
Limpar os puxadores dos armários da cozinha industrial,Cuidados com a Cozinha
Limpar os armários da cozinha industrial por dentro,Cuidados com a Cozinha
Organizar os armários da cozinha industrial,Cuidados com a Cozinha
Verificar a validade dos alimentos nos armários da cozinha industrial,Cuidados com a Cozinha
Limpar as gavetas da cozinha industrial por fora,Cuidados com a Cozinha
Limpar os puxadores das gavetas da cozinha industrial,Cuidados com a Cozinha
Limpar as gavetas da cozinha industrial por dentro,Cuidados com a Cozinha
Organizar as gavetas da cozinha industrial,Cuidados com a Cozinha
Limpar as prateleiras e nichos da cozinha industrial,Cuidados com a Cozinha
Organizar as prateleiras e nichos da cozinha industrial,Cuidados com a Cozinha
Limpar a despensa industrial,Cuidados com a Cozinha
Organizar a despensa industrial,Cuidados com a Cozinha
Verificar a validade dos alimentos na despensa industrial,Cuidados com a Cozinha
Limpar as panelas industriais,Cuidados com a Cozinha
Limpar as frigideiras industriais,Cuidados com a Cozinha
Limpar as tampas das panelas e frigideiras industriais,Cuidados com a Cozinha
Limpar as panelas industriais manchadas,Cuidados com a Cozinha
Limpar as panelas industriais queimadas,Cuidados com a Cozinha
Arear as panelas industriais de alumínio,Cuidados com a Cozinha
Limpar as panelas industriais de inox,Cuidados com a Cozinha
Limpar as panelas industriais de ferro,Cuidados com a Cozinha
Curar as panelas industriais de ferro,Cuidados com a Cozinha
Limpar as panelas industriais de cerâmica,Cuidados com a Cozinha
Limpar as panelas industriais de vidro,Cuidados com a Cozinha
Limpar as panelas industriais antiaderentes,Cuidados com a Cozinha
Organizar as panelas e frigideiras industriais,Cuidados com a Cozinha
Limpar as formas e assadeiras industriais,Cuidados com a Cozinha
Organizar as formas e assadeiras industriais,Cuidados com a Cozinha
Limpar os refratários de vidro industriais,Cuidados com a Cozinha
Organizar os refratários de vidro industriais,Cuidados com a Cozinha
Limpar os pratos industriais,Cuidados com a Cozinha
Organizar os pratos industriais,Cuidados com a Cozinha
Limpar os copos industriais,Cuidados com a Cozinha
Organizar os copos industriais,Cuidados com a Cozinha
Limpar as taças industriais,Cuidados com a Cozinha
Organizar as taças industriais,Cuidados com a Cozinha
Limpar as xícaras e pires industriais,Cuidados com a Cozinha
Organizar as xícaras e pires industriais,Cuidados com a Cozinha
Limpar os talheres industriais,Cuidados com a Cozinha
Organizar os talheres industriais,Cuidados com a Cozinha
Limpar os utensílios de silicone industriais,Cuidados com a Cozinha
Limpar os utensílios de madeira industriais,Cuidados com a Cozinha
Limpar os utensílios de plástico industriais,Cuidados com a Cozinha
Limpar os utensílios de inox industriais,Cuidados com a Cozinha
Organizar os utensílios de cozinha industriais,Cuidados com a Cozinha
Limpar as tábuas de corte industriais,Cuidados com a Cozinha
Higienizar as tábuas de corte industriais,Cuidados com a Cozinha
Organizar as tábuas de corte industriais,Cuidados com a Cozinha
Limpar o escorredor de louça industrial,Cuidados com a Cozinha
Limpar o porta-talheres industrial,Cuidados com a Cozinha
Limpar o porta-detergente industrial,Cuidados com a Cozinha
Limpar a lixeira da pia industrial,Cuidados com a Cozinha
Lavar a lixeira da pia industrial,Cuidados com a Cozinha
Repor os sacos de lixo da cozinha industrial,Cuidados com a Cozinha
Limpar os potes de mantimentos industriais,Cuidados com a Cozinha
Organizar os potes de mantimentos industriais,Cuidados com a Cozinha
Limpar os potes de temperos industriais,Cuidados com a Cozinha
Organizar os potes de temperos industriais,Cuidados com a Cozinha
Limpar a fruteira industrial,Cuidados com a Cozinha
Organizar a fruteira industrial,Cuidados com a Cozinha
Limpar o galheteiro industrial,Cuidados com a Cozinha
Limpar o açucareiro industrial,Cuidados com a Cozinha
Limpar o saleiro industrial,Cuidados com a Cozinha
Limpar o porta-guardanapos industrial,Cuidados com a Cozinha
Limpar o jogo americano industrial,Cuidados com a Cozinha
Lavar os panos de prato industriais,Cuidados com a Cozinha
Trocar os panos de prato industriais,Cuidados com a Cozinha
Lavar os panos de pia industriais,Cuidados com a Cozinha
Trocar os panos de pia industriais,Cuidados com a Cozinha
Lavar as toalhas de mesa industriais,Cuidados com a Cozinha
Lavar os aventais de cozinha industriais,Cuidados com a Cozinha
Limpar o carrinho de chá industrial,Cuidados com a Cozinha
Limpar a banqueta da cozinha industrial,Cuidados com a Cozinha
Limpar a mesa da cozinha industrial,Cuidados com a Cozinha
Limpar as cadeiras da cozinha industrial,Cuidados com a Cozinha
Limpar o tapete da cozinha industrial,Cuidados com a Cozinha
Lavar o tapete da cozinha industrial,Cuidados com a Cozinha
Limpar o vaso de plantas da cozinha industrial,Cuidados com a Cozinha
Regar as plantas da cozinha industrial,Cuidados com a Cozinha
Adubar as plantas da cozinha industrial,Cuidados com a Cozinha
Podar as plantas da cozinha industrial,Cuidados com a Cozinha
Limpar os quadros da cozinha industrial,Cuidados com a Cozinha
Limpar o relógio de parede da cozinha industrial,Cuidados com a Cozinha
Limpar a televisão da cozinha industrial,Cuidados com a Cozinha
Limpar o rádio da cozinha industrial,Cuidados com a Cozinha
Limpar o telefone da cozinha industrial,Cuidados com a Cozinha
Organizar os livros de receita industriais,Cuidados com a Cozinha
Limpar a horta vertical da cozinha industrial,Cuidados com a Cozinha
Regar a horta vertical da cozinha industrial,Cuidados com a Cozinha
Adubar a horta vertical da cozinha industrial,Cuidados com a Cozinha
Fazer a colheita da horta vertical da cozinha industrial,Cuidados com a Cozinha
Limpar a composteira industrial,Cuidados com a Cozinha
Manusear a composteira industrial,Cuidados com a Cozinha
Retirar o adubo da composteira industrial,Cuidados com a Cozinha
Limpar a área de serviço anexa à cozinha industrial,Cuidados com a Cozinha
Limpar a máquina de lavar roupa industrial,Cuidados com a Cozinha
Limpar a secadora de roupa industrial,Cuidados com a Cozinha
Limpar o tanque da área de serviço industrial,Cuidados com a Cozinha
Organizar os produtos de limpeza industriais,Cuidados com a Cozinha
Verificar o estoque de produtos de limpeza industriais,Cuidados com a Cozinha
Fazer a lista de compras de produtos de limpeza industriais,Cuidados com a Cozinha
Limpar o aspirador de pó industrial,Cuidados com a Cozinha
Trocar o saco do aspirador de pó industrial,Cuidados com a Cozinha
Limpar os filtros do aspirador de pó industrial,Cuidados com a Cozinha
Limpar a vassoura industrial,Cuidados com a Cozinha
Limpar a pá de lixo industrial,Cuidados com a Cozinha
Limpar o rodo industrial,Cuidados com a Cozinha
Limpar o balde industrial,Cuidados com a Cozinha
Lavar os panos de chão industriais,Cuidados com a Cozinha
Organizar a área de secagem de roupas industriais,Cuidados com a Cozinha
Limpar o varal de teto industrial,Cuidados com a Cozinha
Limpar o varal de chão industrial,Cuidados com a Cozinha
Limpar os prendedores de roupa industriais,Cuidados com a Cozinha
"Passar as roupas de cozinha industriais (panos de prato,toalhas de mesa)",Cuidados com a Cozinha
Guardar as roupas de cozinha industriais passadas,Cuidados com a Cozinha
Organizar o armário de produtos de limpeza industriais,Cuidados com a Cozinha
Limpar o ferro de passar roupa industrial,Cuidados com a Cozinha
Limpar a tábua de passar roupa industrial,Cuidados com a Cozinha
Verificar o funcionamento dos eletrodomésticos industriais,Cuidados com a Cozinha
Chamar a assistência técnica para os eletrodomésticos industriais,Cuidados com a Cozinha
Afiar as facas de cozinha industriais,Cuidados com a Cozinha
Organizar a gaveta de facas industriais,Cuidados com a Cozinha
Limpar o cepo de facas industriais,Cuidados com a Cozinha
Limpar a pedra de amolar facas industriais,Cuidados com a Cozinha
Limpar o afiador de facas industriais,Cuidados com a Cozinha
Organizar os potes plásticos industriais,Cuidados com a Cozinha
Descartar os potes plásticos industriais sem tampa ou danificados,Cuidados com a Cozinha
Limpar os potes de vidro com tampa industriais,Cuidados com a Cozinha
Organizar os potes de vidro com tampa industriais,Cuidados com a Cozinha
Limpar as garrafas de água industriais,Cuidados com a Cozinha
Limpar as jarras de suco industriais,Cuidados com a Cozinha
Limpar a coqueteleira industrial,Cuidados com a Cozinha
Limpar o saca-rolhas industrial,Cuidados com a Cozinha
Limpar o abridor de garrafas industrial,Cuidados com a Cozinha
Limpar o quebra-nozes industrial,Cuidados com a Cozinha
Limpar o descascador de legumes industrial,Cuidados com a Cozinha
Limpar o boleador de frutas industrial,Cuidados com a Cozinha
Limpar o cortador de pizza industrial,Cuidados com a Cozinha
Limpar o cortador de ovos industrial,Cuidados com a Cozinha
Limpar o fatiador de queijo industrial,Cuidados com a Cozinha
Limpar o ralador industrial,Cuidados com a Cozinha
Limpar o mandoline industrial,Cuidados com a Cozinha
Limpar o espremedor de alho industrial,Cuidados com a Cozinha
Limpar o amassador de batatas industrial,Cuidados com a Cozinha
Limpar o batedor de ovos (fouet) industrial,Cuidados com a Cozinha
Limpar as espátulas industriais,Cuidados com a Cozinha
Limpar as conchas industriais,Cuidados com a Cozinha
Limpar as escumadeiras industriais,Cuidados com a Cozinha
Limpar os pegadores de massa industriais,Cuidados com a Cozinha
Limpar os pincéis de cozinha industriais,Cuidados com a Cozinha
Limpar o rolo de massa industrial,Cuidados com a Cozinha
